NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
481.6,489.8,515.0,466.2,600.0
459.9,596.9,536.3,533.5,600.0
424.2,532.8,458.8,464.9,260.0
455.6,595.8,398.7,429.7,300.0
608.3,650.2,635.3,698.7,820.0
469.9,458.8,439.6,389.8,360.0
494.9,652.9,576.5,486.1,360.0
425.4,562.4,480.6,408.3,600.0
462.7,583.7,525.7,548.4,380.0
557.0,565.1,494.1,378.5,440.0
399.7,648.6,567.7,618.0,860.0
554.5,568.0,553.4,540.3,300.0
441.5,600.7,551.6,587.6,600.0
466.3,575.3,518.6,528.7,360.0
505.3,640.0,645.5,495.7,560.0
541.5,628.7,519.8,732.8,740.0
391.2,568.8,525.9,497.5,320.0
653.9,695.9,673.4,741.3,840.0
556.3,452.9,401.0,477.7,400.0
512.1,477.1,396.2,450.7,0.0
432.4,655.5,558.6,523.0,580.0
549.0,629.4,584.4,658.8,600.0
503.4,660.0,595.0,618.1,600.0
458.3,562.3,502.7,454.8,480.0
441.8,525.2,569.6,578.3,560.0
505.2,480.8,515.5,624.9,600.0
394.5,529.9,487.1,576.5,540.0
386.5,500.3,485.2,382.6,380.0
476.8,557.3,405.5,615.8,740.0
454.2,520.9,499.3,457.7,300.0
485.2,450.3,534.0,520.7,340.0
544.0,679.1,640.8,666.5,520.0
494.0,464.6,443.2,470.0,320.0
468.1,594.2,535.9,402.9,500.0
412.6,500.1,490.6,411.0,240.0
500.3,511.2,487.5,513.1,0.0
404.2,571.7,444.3,405.4,300.0
472.3,432.8,446.6,438.1,540.0
672.5,674.8,647.6,785.6,920.0
407.0,594.7,493.5,500.9,540.0
472.6,647.3,596.9,639.7,720.0
622.1,698.6,662.7,794.9,960.0
397.3,587.9,481.6,622.1,0.0
457.8,593.5,568.5,523.2,600.0
455.6,441.6,551.3,514.7,300.0
584.5,614.2,538.3,493.1,320.0
557.3,613.8,604.7,533.0,700.0
455.5,594.9,424.4,475.8,280.0
498.2,618.8,565.5,629.9,540.0
458.3,616.9,560.3,571.6,640.0
638.1,722.1,670.5,709.5,840.0
430.3,628.4,635.2,657.4,440.0
463.7,471.3,509.4,444.7,400.0
595.6,625.7,513.8,690.2,380.0
458.7,527.2,502.4,540.3,680.0
485.2,569.9,452.3,387.5,340.0
391.4,413.4,430.9,493.8,340.0
395.8,623.0,576.7,452.2,480.0
441.7,602.5,575.5,525.0,360.0
731.6,722.5,641.4,795.4,840.0
437.9,628.7,539.1,663.6,640.0
524.4,625.9,626.5,392.5,580.0
420.8,453.0,387.0,541.8,300.0
463.2,610.7,540.4,470.4,520.0
521.7,626.4,518.8,516.3,360.0
536.2,580.8,630.0,530.1,620.0
524.2,641.4,568.9,503.2,540.0
553.8,671.8,655.8,634.7,680.0
586.5,617.9,570.7,659.1,720.0
452.4,434.4,481.0,500.9,200.0
546.4,637.6,625.8,717.7,760.0
483.1,551.7,526.3,461.0,640.0
563.8,470.6,470.7,524.1,400.0
436.0,606.6,503.8,565.4,400.0
432.9,585.2,489.9,467.8,340.0
687.5,700.2,587.2,618.5,700.0
465.1,640.5,561.6,472.6,460.0
475.9,596.0,479.3,575.1,520.0
430.6,634.2,471.1,657.9,400.0
444.2,404.0,494.8,460.5,340.0
428.2,605.3,516.1,504.3,520.0
504.3,591.1,553.2,473.9,320.0
437.1,619.1,520.0,498.0,560.0
553.4,557.4,465.0,411.7,520.0
632.1,644.2,588.8,741.5,820.0
476.4,534.0,473.8,381.1,280.0
506.9,504.3,366.6,457.0,600.0
424.3,497.7,511.6,528.4,280.0
536.3,620.4,588.1,727.6,480.0
486.4,601.0,508.8,501.8,480.0
606.7,634.6,580.9,563.8,340.0
634.3,682.0,685.9,779.2,860.0
508.1,462.8,518.2,459.6,360.0
631.9,696.3,568.2,693.2,680.0
422.0,518.9,570.5,482.0,560.0
491.9,573.2,553.3,616.4,520.0
493.2,475.0,529.8,404.5,520.0
495.8,637.9,609.7,562.7,460.0
529.3,580.4,506.2,454.0,420.0
448.8,622.0,575.6,482.9,600.0
518.0,593.8,589.9,632.3,660.0
426.6,627.5,538.4,506.3,480.0
527.3,653.2,587.4,509.8,520.0
550.8,656.1,599.1,559.2,540.0
425.1,521.0,401.0,604.7,440.0
557.1,622.6,542.8,487.6,640.0
508.2,649.2,584.3,607.5,520.0
391.6,421.6,488.1,408.3,560.0
554.6,571.5,515.6,548.0,480.0
472.9,568.5,483.9,524.5,560.0
429.7,437.9,425.2,501.5,260.0
418.5,541.3,531.5,534.3,400.0
529.5,648.3,592.0,393.3,660.0
424.1,440.5,462.9,437.5,440.0
377.6,480.6,511.6,384.5,600.0
390.7,611.0,566.0,499.1,360.0
529.1,621.1,567.2,400.2,560.0
475.1,617.6,532.1,600.2,500.0
426.3,586.5,552.9,509.8,760.0
563.3,657.3,615.5,625.9,580.0
471.5,590.3,470.3,419.8,360.0
478.7,591.0,477.5,570.1,280.0
437.6,450.7,437.9,446.6,500.0
412.5,476.4,525.7,565.6,420.0
577.4,584.0,596.5,556.4,740.0
418.6,580.8,541.5,429.4,480.0
463.3,536.2,385.8,575.3,0.0
484.2,593.9,572.2,459.3,500.0
475.9,624.5,588.3,682.8,660.0
425.0,538.4,398.2,488.6,640.0
444.9,581.7,548.4,504.0,740.0
536.6,563.4,590.1,504.0,380.0
422.5,525.9,486.1,426.5,380.0
371.3,586.1,493.6,560.4,340.0
408.5,610.1,564.0,460.7,540.0
500.3,492.7,450.4,499.8,620.0
530.8,611.9,538.2,461.6,840.0
658.6,695.3,636.7,597.8,800.0
428.0,574.4,467.0,506.8,320.0
449.2,404.1,478.9,563.3,540.0
549.4,642.9,555.7,540.2,840.0
443.9,496.7,399.3,475.0,400.0
401.6,448.2,374.8,580.5,440.0
0.0,653.5,561.7,0.0,560.0
423.3,541.6,507.9,457.4,600.0
621.0,628.4,627.2,659.2,840.0
412.9,542.6,448.7,419.4,580.0
504.9,591.0,551.5,472.2,540.0
571.1,692.1,604.6,742.6,920.0
476.8,601.4,574.1,526.6,520.0
549.1,564.1,551.3,662.8,580.0
454.2,571.3,525.8,570.1,760.0
505.0,635.0,490.9,460.9,700.0
499.1,555.0,479.1,516.4,460.0
496.2,445.5,552.2,605.5,320.0
608.7,631.8,430.3,463.4,660.0
537.6,644.5,613.0,699.6,680.0
377.3,436.5,577.6,452.0,620.0
590.6,641.8,574.1,671.0,900.0
470.5,579.4,503.5,480.8,700.0
659.8,674.9,613.3,784.6,860.0
473.1,573.3,556.5,474.9,360.0
550.6,581.1,537.3,480.8,560.0
584.7,658.2,582.5,799.3,960.0
695.5,708.9,692.6,705.0,920.0
550.9,590.2,516.7,518.8,520.0
652.0,692.1,641.7,680.7,740.0
502.1,611.4,576.0,552.6,360.0
575.8,650.5,637.3,520.8,780.0
612.9,650.3,589.0,721.9,640.0
401.5,461.6,557.2,611.6,720.0
404.5,426.3,514.8,600.0,360.0
529.8,631.8,601.9,470.6,540.0
500.0,460.2,427.0,447.3,600.0
464.4,459.9,500.9,381.9,240.0
412.1,583.3,512.0,512.4,560.0
617.3,685.2,594.2,731.6,720.0
478.6,534.8,478.3,531.5,680.0
484.5,524.6,602.5,547.8,400.0
534.2,610.1,554.5,532.1,540.0
470.2,591.6,542.1,529.5,700.0
556.0,664.6,623.6,478.4,640.0
434.9,438.1,484.2,461.1,620.0
452.6,606.6,528.1,491.8,560.0
579.1,689.3,655.4,581.1,740.0
517.3,598.0,556.2,541.1,600.0
559.9,660.9,619.9,761.8,860.0
559.3,613.7,608.9,697.2,840.0
587.9,608.5,511.6,513.5,640.0
551.9,599.0,543.9,581.3,480.0
427.9,597.2,533.7,509.1,540.0
407.3,560.8,452.1,426.9,600.0
518.8,643.9,581.6,528.2,540.0
495.9,591.1,507.7,435.9,300.0
538.3,641.2,599.4,688.2,860.0
399.3,486.7,375.2,406.5,360.0
397.4,613.1,440.9,478.6,440.0
567.7,638.2,637.8,693.5,900.0
516.4,562.1,588.0,441.3,920.0
618.2,620.5,564.2,607.3,640.0
557.2,650.0,552.0,664.2,800.0
589.0,664.4,627.0,655.8,760.0
382.3,528.2,511.6,518.1,540.0
447.5,492.3,391.2,454.6,300.0
448.1,632.0,603.2,673.5,680.0
493.8,547.0,597.8,506.6,600.0
465.5,535.6,504.3,424.3,300.0
382.0,406.1,471.1,507.1,560.0
605.9,686.1,608.5,731.6,780.0
439.4,566.2,452.0,577.0,560.0
518.2,536.7,498.3,423.0,280.0
573.0,721.4,680.8,629.4,960.0
455.6,518.5,500.7,471.8,640.0
521.4,648.0,588.1,576.8,560.0
554.8,650.0,592.0,690.7,740.0
416.0,557.4,607.4,650.9,580.0
427.5,611.6,525.1,542.5,480.0
595.0,663.9,642.1,664.2,600.0
653.8,671.0,647.0,681.3,840.0
495.8,567.5,509.5,592.0,580.0
500.5,552.4,546.5,477.3,640.0
411.1,525.2,475.3,472.4,260.0
437.1,549.5,481.6,430.2,660.0
430.4,528.3,443.6,409.4,340.0
502.5,552.4,517.4,452.4,700.0
500.1,448.4,454.6,388.5,380.0
565.9,628.2,616.2,524.1,600.0
639.3,655.9,571.9,635.8,840.0
407.9,400.4,455.2,505.5,660.0
700.4,701.4,661.2,784.1,900.0
498.4,606.4,535.6,514.5,560.0
454.0,570.6,545.9,511.9,560.0
533.3,558.5,593.6,511.0,600.0
511.0,633.8,576.9,602.1,680.0
444.8,583.8,589.1,481.5,600.0
513.8,575.2,461.8,441.0,500.0
463.6,584.5,509.9,453.0,600.0
540.6,683.8,553.7,607.8,800.0
411.6,583.9,426.0,469.1,320.0
679.4,704.4,661.8,713.9,960.0
440.8,599.9,570.6,641.6,700.0
534.5,664.3,579.5,627.8,580.0
427.2,506.9,483.8,500.5,400.0
493.3,618.1,522.8,412.3,0.0
521.2,475.3,489.1,497.9,280.0
529.0,675.3,609.5,670.9,660.0
568.0,532.2,590.8,485.9,560.0
465.5,640.1,600.7,541.4,600.0
544.1,622.2,605.5,393.9,800.0
671.2,690.8,618.5,764.9,840.0
654.1,697.3,610.3,681.1,900.0
566.9,548.1,475.6,492.6,300.0
399.9,613.8,566.3,474.0,440.0
431.4,414.6,442.7,436.9,540.0
673.6,692.0,623.1,661.4,920.0
507.9,617.5,564.8,552.1,540.0
491.1,597.0,548.3,697.1,640.0
409.9,507.9,578.7,519.5,560.0
445.5,623.0,561.6,579.6,360.0
398.2,535.3,490.3,409.0,320.0
615.9,709.9,596.8,611.6,840.0
480.9,536.1,530.6,454.5,540.0
496.8,619.8,617.4,511.0,720.0
444.5,530.5,495.1,531.5,400.0
478.3,424.8,424.3,478.6,640.0
364.8,436.1,546.6,377.2,480.0
515.5,620.7,605.6,718.0,640.0
586.6,646.0,584.0,557.2,540.0
441.5,580.1,418.3,534.6,540.0
528.5,560.5,562.9,478.8,740.0
494.1,605.2,487.8,400.8,440.0
526.6,631.2,596.6,590.5,540.0
458.5,659.7,598.8,663.8,480.0
503.0,467.7,518.9,525.5,520.0
483.3,680.6,593.6,653.0,640.0
485.8,644.5,563.1,499.3,320.0
510.3,603.7,577.9,523.7,720.0
497.0,496.2,503.7,518.7,480.0
597.0,603.9,542.9,635.5,800.0
483.5,603.7,543.3,453.7,480.0
380.3,439.9,415.0,428.9,320.0
488.4,580.1,472.8,373.5,560.0
433.7,463.7,494.2,387.6,340.0
551.7,614.4,613.5,501.4,560.0
425.8,474.1,375.2,427.4,500.0
368.8,506.6,529.5,469.6,480.0
383.1,545.6,502.0,490.4,560.0
429.0,605.1,526.8,530.3,640.0
428.3,568.3,511.0,508.6,360.0
530.9,586.1,516.2,559.0,420.0
399.8,642.4,573.0,473.5,780.0
456.4,575.8,415.6,396.0,340.0
653.8,699.5,652.3,709.5,740.0
517.2,607.5,520.0,637.5,580.0
430.3,400.1,378.9,453.2,340.0
555.9,656.5,620.2,548.7,380.0
554.6,597.8,596.0,561.5,680.0
551.4,648.1,640.3,702.3,660.0
508.2,575.7,408.6,507.7,720.0
566.2,564.3,437.2,602.3,380.0
466.3,557.4,469.6,383.1,480.0
455.4,546.1,553.5,501.1,500.0
801.9,702.6,667.3,792.9,900.0
401.5,517.5,462.7,397.9,360.0
509.7,643.6,629.7,586.8,540.0
536.2,667.7,601.0,738.5,500.0
439.2,579.9,540.9,534.9,640.0
543.4,652.7,604.7,719.4,500.0
565.6,643.1,618.1,712.2,560.0
499.6,640.3,546.5,558.0,760.0
678.3,672.4,636.8,667.6,920.0
640.5,694.9,649.8,811.8,580.0
482.2,610.9,570.8,440.3,600.0
646.3,624.5,616.5,840.6,840.0
511.4,460.0,432.1,548.0,440.0
656.5,675.9,585.2,708.5,800.0
610.8,686.5,663.4,666.2,760.0
577.2,641.5,567.9,669.1,640.0
380.0,485.5,506.3,444.5,340.0
570.6,621.4,546.7,606.8,640.0
511.1,579.9,491.3,498.3,800.0
428.9,516.1,407.5,440.2,600.0
585.0,669.1,618.7,670.5,720.0
511.0,646.7,579.8,532.7,500.0
568.4,654.4,601.8,579.5,360.0
579.4,639.2,599.5,672.0,600.0
425.1,429.8,410.8,512.3,220.0
440.1,541.7,479.3,548.6,340.0
459.9,478.4,511.5,522.9,340.0
370.2,503.0,444.6,392.7,260.0
475.1,580.1,507.5,452.4,360.0
511.8,502.9,475.1,466.8,520.0
414.9,522.3,432.5,482.3,260.0
643.1,651.1,618.9,588.3,920.0
477.1,599.0,550.0,509.0,620.0
416.3,605.6,555.3,434.0,520.0
535.5,672.0,599.5,726.6,680.0
564.5,640.1,617.3,572.1,640.0
485.7,671.0,602.6,465.1,520.0
431.0,508.6,404.7,455.4,600.0
439.8,598.1,563.3,443.5,540.0
437.4,593.2,534.7,466.1,340.0
597.5,637.3,584.5,532.3,820.0
579.5,476.5,426.0,560.5,560.0
577.7,598.5,469.1,687.2,920.0
599.0,637.3,553.6,394.0,680.0
447.1,521.2,498.4,453.3,400.0
487.3,525.4,568.7,554.2,760.0
417.9,579.9,604.9,486.8,560.0
433.7,536.7,459.8,464.2,380.0
499.9,618.2,563.1,564.0,640.0
435.1,562.0,449.5,390.8,300.0
778.1,770.8,725.9,806.7,740.0
545.0,623.9,592.2,689.5,360.0
474.0,411.1,515.2,448.2,280.0
509.1,594.6,572.8,606.6,460.0
428.8,507.9,498.6,414.6,600.0
558.1,637.3,586.6,517.2,360.0
654.6,679.4,623.1,623.7,920.0
464.1,436.1,368.5,402.2,360.0
546.5,669.1,560.3,467.8,520.0
488.5,422.6,532.0,420.6,560.0
447.6,550.2,558.2,528.2,600.0
510.0,522.6,544.7,536.6,640.0
521.7,448.0,496.0,504.0,360.0
445.1,505.0,540.3,473.5,780.0
538.6,534.9,591.7,629.2,440.0
485.1,602.2,471.0,528.7,360.0
412.0,499.5,506.6,505.6,560.0
479.0,508.4,500.0,490.0,540.0
399.7,608.2,575.1,462.9,400.0
441.3,472.5,498.1,454.9,300.0
610.4,655.8,603.2,636.7,840.0
471.4,452.1,501.1,454.2,360.0
519.8,615.7,559.2,587.4,600.0
516.9,508.0,527.8,420.6,200.0
485.7,626.9,612.2,616.8,620.0
402.3,574.5,483.8,532.3,680.0
462.9,426.8,372.9,542.9,200.0
465.8,573.6,561.3,439.3,560.0
457.6,627.2,595.7,493.3,660.0
577.3,606.9,584.9,495.8,520.0
429.1,535.2,384.1,449.6,520.0
456.8,448.5,358.2,529.2,280.0
555.9,632.6,558.0,644.8,800.0
499.0,606.5,574.2,516.8,420.0
520.6,449.0,495.9,605.2,400.0
426.4,658.2,604.4,509.1,640.0
471.7,553.2,464.4,478.7,460.0
459.4,399.2,489.3,546.8,520.0
557.2,651.8,658.8,759.2,880.0
528.1,540.3,503.5,491.0,540.0
598.6,634.1,659.3,522.7,560.0
467.6,624.9,549.3,476.8,500.0
383.9,553.6,341.9,380.8,320.0
491.9,532.5,411.0,394.6,540.0
518.4,639.2,585.1,439.5,500.0
514.5,506.1,483.0,496.3,320.0
420.9,629.8,561.5,480.3,580.0
589.3,682.1,620.3,519.1,660.0
425.0,591.9,580.9,388.4,280.0
471.4,619.7,510.5,462.5,360.0
535.4,511.6,432.0,514.8,520.0
510.1,594.1,492.7,458.4,600.0
513.4,597.0,591.5,627.8,920.0
524.9,635.4,570.4,547.9,780.0
533.5,614.8,547.6,701.2,460.0
460.0,619.1,550.3,554.9,800.0
424.8,519.0,446.2,393.2,380.0
509.8,609.3,566.2,524.6,540.0
452.0,571.7,443.8,461.2,460.0
514.6,524.1,375.0,474.8,560.0
585.5,625.2,561.4,655.2,920.0
437.4,438.4,554.8,458.4,320.0
396.2,473.7,513.2,501.8,700.0
572.3,628.9,524.5,518.4,800.0
500.5,646.7,596.5,472.4,680.0
493.3,555.6,544.2,505.3,380.0
537.5,481.3,535.4,541.0,640.0
483.8,450.4,449.6,542.6,460.0
582.7,569.6,534.0,472.8,620.0
420.4,521.8,493.4,524.3,360.0
493.6,593.5,547.4,485.7,580.0
446.0,618.7,570.0,694.2,560.0
441.7,441.5,490.2,408.5,480.0
460.5,681.6,597.1,586.9,560.0
463.6,489.0,464.2,545.1,400.0
488.6,615.2,426.1,509.8,300.0
589.2,649.3,615.3,721.2,700.0
419.9,451.2,501.8,494.8,520.0
501.9,644.3,577.6,606.2,480.0
415.7,605.5,545.5,426.4,480.0
550.7,659.1,634.5,679.7,680.0
570.3,599.7,539.0,448.0,580.0
423.9,561.6,515.8,503.6,300.0
549.0,653.9,603.1,565.4,760.0
536.5,548.0,409.8,546.8,400.0
522.4,569.8,597.3,578.2,620.0
369.9,470.8,430.8,485.2,360.0
410.9,531.4,560.1,588.2,720.0
496.8,644.4,569.6,667.7,300.0
400.6,577.8,499.0,622.7,320.0
552.4,506.0,477.2,532.5,340.0
442.1,597.9,448.2,392.0,260.0
508.8,578.3,535.9,523.0,640.0
613.4,682.2,591.9,605.0,800.0
502.0,482.9,505.8,556.8,360.0
468.4,608.5,552.5,586.3,620.0
436.4,428.4,504.5,597.6,500.0
498.5,441.0,363.9,548.3,340.0
553.1,613.4,565.1,491.4,480.0
640.5,702.8,696.3,676.9,820.0
421.6,495.3,461.9,505.1,480.0
388.5,582.9,544.1,393.8,320.0
559.1,430.5,602.9,657.1,680.0
473.4,528.3,501.0,461.2,320.0
595.2,669.0,637.1,581.8,760.0
602.1,538.9,557.0,556.9,760.0
416.9,577.5,573.8,575.6,540.0
461.8,597.1,534.6,503.2,640.0
429.1,455.8,508.4,445.0,360.0
391.0,399.3,514.8,440.6,280.0
419.2,557.2,446.4,392.4,520.0
451.7,518.5,479.4,461.1,520.0
493.9,625.8,581.3,523.2,500.0
409.1,472.7,404.4,402.6,340.0
572.5,645.2,592.8,613.4,620.0
560.5,626.0,565.9,483.8,560.0
505.6,581.2,534.5,506.5,540.0
446.1,611.9,363.0,437.4,240.0
423.1,540.1,513.7,465.0,540.0
527.8,472.5,487.9,397.4,640.0
444.7,664.7,582.7,660.6,620.0
420.9,612.6,561.7,536.5,560.0
622.9,697.0,654.3,718.5,860.0
513.0,607.5,491.5,423.0,460.0
570.7,621.2,540.6,505.8,0.0
513.6,473.3,364.0,563.7,560.0
430.2,538.3,550.4,675.1,640.0
395.1,526.4,428.3,507.8,360.0
430.9,642.1,605.3,581.8,320.0
540.1,648.5,537.8,422.5,400.0
466.6,450.4,448.5,410.0,340.0
400.5,519.3,531.0,457.1,340.0
479.9,529.1,407.4,415.8,320.0
509.5,605.1,566.3,662.1,580.0
515.7,469.9,397.4,513.0,540.0
459.8,644.5,630.5,546.0,700.0
392.3,644.9,545.3,510.7,520.0
447.2,596.0,494.1,489.5,640.0
453.2,588.5,505.6,427.1,600.0
453.0,435.0,424.4,384.7,360.0
557.5,600.7,578.6,525.3,460.0
683.9,601.7,657.0,776.7,880.0
508.9,587.7,475.2,538.0,480.0
714.3,713.1,691.3,756.0,840.0
556.4,607.5,500.7,496.0,360.0
439.6,487.9,389.6,379.6,260.0
432.6,527.7,446.3,444.1,640.0
549.1,576.5,443.0,483.1,560.0
509.0,503.0,446.3,462.4,240.0
490.2,561.9,558.0,465.3,620.0
469.6,619.6,536.4,676.3,440.0
463.3,540.6,566.7,449.0,700.0
502.6,578.7,548.2,541.6,380.0
403.3,585.1,501.7,379.9,440.0
489.3,584.3,513.8,629.1,300.0
494.6,586.1,524.7,408.9,520.0
398.4,492.7,457.5,421.6,320.0
554.4,547.7,530.1,509.9,400.0
518.0,565.7,560.7,544.5,760.0
650.2,660.5,650.3,632.7,800.0
412.2,575.2,480.1,484.3,480.0
505.7,486.1,548.2,684.6,540.0
555.9,612.8,543.8,494.5,640.0
396.1,501.3,357.6,458.4,380.0
594.2,705.0,634.5,707.2,880.0
530.4,640.8,590.6,514.6,640.0
580.2,633.9,539.3,528.3,840.0
474.5,631.8,568.1,592.9,380.0
390.6,534.2,549.4,628.4,700.0
468.0,503.1,455.8,494.9,280.0
505.1,505.7,455.2,492.1,380.0
702.9,680.7,671.2,765.2,440.0
438.6,578.8,461.3,418.5,540.0
475.0,640.8,598.5,657.5,660.0
531.4,432.1,400.2,558.4,360.0
420.0,621.8,503.0,470.6,360.0
572.6,686.1,623.9,604.9,720.0
443.6,559.3,557.6,547.3,380.0
410.7,452.2,412.8,381.1,340.0
562.7,605.2,585.5,504.6,340.0
481.5,589.7,525.6,515.1,600.0
478.5,648.2,601.1,688.0,600.0
504.4,624.3,599.1,536.0,620.0
476.2,608.8,538.6,442.0,400.0
442.2,589.1,530.8,574.4,440.0
498.6,624.0,575.3,660.6,280.0
446.0,540.5,536.3,537.3,460.0
409.5,538.1,504.1,442.5,280.0
431.1,595.7,571.8,518.7,540.0
527.5,653.0,605.6,660.8,660.0
422.2,481.2,505.3,525.1,520.0
635.8,659.6,656.0,800.3,780.0
548.8,625.8,565.0,622.4,680.0
458.9,598.8,483.3,630.9,560.0
596.8,667.9,572.0,706.4,660.0
404.5,503.7,392.1,402.9,340.0
455.8,484.0,501.1,556.7,460.0
505.8,610.7,589.7,591.6,580.0
545.7,506.0,566.3,572.9,680.0
440.9,424.1,401.9,466.7,260.0
530.4,528.7,486.7,412.0,380.0
548.8,409.7,524.6,531.2,400.0
512.5,490.8,527.6,665.0,600.0
405.1,401.4,436.8,437.8,460.0
433.8,477.4,523.8,589.9,360.0
367.1,516.2,472.0,467.2,240.0
457.6,607.2,521.6,493.1,680.0
529.8,548.5,556.0,521.0,0.0
546.8,591.9,480.7,506.1,600.0
417.2,651.5,581.8,624.4,680.0
552.4,601.7,549.2,634.1,760.0
623.2,691.1,631.4,649.7,760.0
443.4,564.9,575.6,616.5,600.0
577.9,663.0,601.0,729.8,740.0
516.6,652.7,552.0,486.1,340.0
480.0,593.6,607.6,453.4,780.0
410.1,430.6,398.6,407.2,380.0
487.2,498.2,395.0,455.4,360.0
475.1,591.4,526.4,502.7,360.0
436.8,467.8,502.2,493.5,320.0
578.4,693.8,617.8,745.7,660.0
471.9,531.2,559.9,599.9,340.0
554.4,642.4,553.5,687.6,500.0
439.0,567.6,503.3,467.7,340.0
449.5,641.9,587.6,579.5,620.0
592.9,665.2,615.8,660.6,740.0
421.0,501.0,469.1,439.3,320.0
666.1,678.4,581.0,601.9,800.0
496.0,677.4,572.5,515.8,600.0
378.7,504.2,449.1,409.8,240.0
491.7,632.0,572.1,605.8,700.0
469.8,571.9,564.1,552.5,540.0
626.8,645.5,643.1,680.0,740.0
456.4,475.4,512.0,469.6,600.0
442.1,603.6,547.7,558.3,320.0
494.0,594.6,559.0,491.8,0.0
561.6,574.4,629.3,485.1,560.0
390.1,602.2,564.7,427.6,400.0
442.8,500.3,445.9,443.0,300.0
597.1,675.5,621.0,766.1,960.0
513.9,645.2,578.9,611.9,700.0
574.1,647.3,578.0,771.6,520.0
559.8,657.6,622.5,466.3,660.0
517.6,625.7,573.3,454.6,520.0
569.5,640.0,619.0,601.5,400.0
414.4,413.7,512.2,455.1,620.0
458.8,574.9,524.7,509.9,560.0
575.9,668.8,555.5,599.7,560.0
688.8,681.3,652.1,841.3,800.0
580.8,616.2,577.2,694.0,560.0
479.2,582.6,482.4,435.9,380.0
425.4,605.2,527.7,497.7,360.0
547.4,577.8,605.6,691.1,420.0
409.7,584.8,551.1,438.4,640.0
518.2,583.8,494.6,456.8,700.0
621.4,616.8,520.1,484.5,320.0
666.2,694.1,641.3,747.6,840.0
514.0,614.3,421.0,545.3,540.0
437.1,421.1,517.4,496.3,320.0
377.4,529.1,489.7,609.5,520.0
566.7,660.4,603.0,713.7,820.0
715.9,715.9,693.1,764.3,800.0
425.2,448.6,398.8,532.2,480.0
402.0,510.2,443.4,432.7,460.0
412.1,420.3,468.8,429.0,280.0
481.9,639.5,517.5,441.9,420.0
553.4,461.5,524.5,460.3,620.0
577.6,667.5,617.7,776.5,640.0
631.9,700.3,652.6,724.1,820.0
482.6,550.4,430.4,378.7,340.0
485.6,601.8,583.5,714.4,760.0
419.4,472.7,382.1,486.3,500.0
432.9,535.4,551.7,567.2,440.0
534.0,590.0,618.8,469.1,360.0
511.3,519.8,455.4,449.9,320.0
519.9,618.1,622.8,627.0,500.0
413.5,551.4,442.4,426.7,480.0
517.5,606.6,474.6,419.4,380.0
554.0,618.5,545.6,615.2,640.0
375.4,581.7,568.8,465.5,400.0
675.5,670.3,646.1,725.2,860.0
445.4,608.7,521.8,540.3,420.0
495.3,514.1,422.4,499.7,280.0
603.5,692.0,608.2,607.2,800.0
602.3,671.2,657.9,573.6,960.0
412.7,496.3,469.8,545.7,320.0
405.7,616.0,608.9,646.1,640.0
504.9,550.6,596.8,482.3,480.0
505.5,494.4,471.3,514.9,340.0
614.3,663.2,662.9,620.0,560.0
439.8,583.3,514.1,426.3,520.0
538.9,544.1,566.5,460.4,400.0
547.8,625.8,567.7,421.6,560.0
468.9,584.6,474.5,537.6,560.0
501.5,520.3,519.8,408.3,620.0
543.0,626.8,593.4,561.5,780.0
602.8,643.5,635.4,649.9,860.0
420.6,428.6,490.4,406.4,440.0
665.8,693.1,651.5,837.4,960.0
482.5,581.8,464.6,471.1,360.0
497.0,433.3,566.1,693.0,580.0
458.8,560.1,567.1,597.3,520.0
421.4,602.5,426.8,510.4,520.0
369.7,521.9,378.3,434.8,380.0
541.7,628.9,581.2,552.9,580.0
456.8,563.9,500.0,487.6,600.0
445.6,498.1,527.0,410.8,400.0
490.1,562.2,457.8,600.5,460.0
608.1,625.8,607.2,452.3,540.0
468.4,497.4,543.6,448.2,380.0
393.8,396.9,432.7,423.9,480.0
559.8,619.1,478.5,524.1,600.0
508.8,434.2,467.7,551.9,480.0
618.9,682.8,612.9,739.2,960.0
386.8,546.7,413.7,477.4,380.0
435.1,558.0,446.0,451.1,560.0
418.4,456.6,467.1,605.2,0.0
467.9,569.3,538.6,527.8,340.0
480.8,423.3,517.0,451.0,360.0
476.8,468.8,398.3,453.2,320.0
479.2,620.6,563.2,428.2,620.0
479.8,616.9,567.4,492.2,520.0
518.1,425.3,484.8,499.4,0.0
471.8,588.4,576.0,581.2,580.0
462.5,561.9,525.9,663.0,560.0
600.0,500.5,409.9,564.7,480.0
602.0,559.7,569.0,551.9,760.0
551.1,635.9,628.2,625.6,600.0
559.8,646.1,610.0,770.4,760.0
465.4,533.1,513.5,437.1,400.0
475.0,522.9,451.0,468.0,200.0
405.5,555.2,500.6,489.7,540.0
451.2,616.4,551.5,567.3,540.0
547.0,582.5,579.5,702.7,800.0
480.8,606.8,521.6,450.2,360.0
503.1,630.3,546.8,542.7,540.0
604.8,616.0,491.3,741.1,700.0
457.5,595.5,569.5,580.6,540.0
508.6,505.6,440.4,504.7,0.0
430.2,399.0,487.1,467.0,360.0
414.5,569.0,535.5,387.3,720.0
519.0,482.8,494.8,496.5,520.0
645.1,699.6,691.6,718.9,880.0
412.6,556.4,531.3,546.8,580.0
446.9,605.9,414.0,381.2,580.0
