ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
772,664.3,669.6,742.6,760.0
773,474.2,642.9,459.1,700.0
774,492.4,623.1,503.2,700.0
775,453.6,428.6,450.6,600.0
776,401.2,457.9,390.5,480.0
777,569.9,605.2,534.4,320.0
778,457.2,669.5,440.2,560.0
779,455.6,569.0,489.8,520.0
780,399.6,649.3,639.0,620.0
781,445.6,622.4,454.7,360.0
782,386.5,556.8,440.9,600.0
783,467.2,488.4,588.1,560.0
784,487.2,498.1,398.2,320.0
785,483.4,607.5,529.0,360.0
786,570.5,659.8,671.0,720.0
787,536.2,543.2,601.9,700.0
788,472.9,417.3,439.2,240.0
789,504.0,526.8,563.7,760.0
790,410.9,573.9,386.8,300.0
791,638.1,682.7,780.6,860.0
792,518.1,542.7,414.9,580.0
793,557.2,669.1,659.6,840.0
794,561.5,633.5,576.3,320.0
795,502.0,508.5,438.9,480.0
796,401.9,477.4,409.3,340.0
797,544.7,653.8,708.2,740.0
798,576.3,571.6,529.3,420.0
799,531.4,639.0,503.2,600.0
800,534.9,475.1,517.7,580.0
801,584.2,682.0,683.1,840.0
802,448.6,579.5,510.0,360.0
803,397.5,552.7,549.5,340.0
804,598.0,710.4,669.5,720.0
805,470.5,579.9,491.4,520.0
806,398.3,535.8,421.6,360.0
807,636.0,700.6,831.1,780.0
808,525.1,623.7,504.7,520.0
809,397.9,465.3,412.4,480.0
810,415.7,431.3,451.5,220.0
811,525.9,603.0,530.9,580.0
812,489.6,544.9,600.6,0.0
813,458.2,598.2,621.3,660.0
814,403.2,438.2,475.8,420.0
815,651.7,640.8,753.9,920.0
816,412.8,587.2,625.7,780.0
817,519.3,659.5,692.0,720.0
818,560.9,563.7,461.7,780.0
819,485.4,580.3,477.4,460.0
820,384.3,444.0,426.6,340.0
821,501.2,429.7,378.7,520.0
822,651.1,796.8,706.1,940.0
823,575.1,685.8,720.6,760.0
824,613.9,679.2,741.1,900.0
825,454.3,551.0,462.0,660.0
826,483.4,508.9,542.9,440.0
827,523.8,543.3,509.2,540.0
828,608.9,626.5,646.6,800.0
829,517.7,587.5,521.0,620.0
830,437.4,583.4,406.6,600.0
831,461.5,522.7,426.9,360.0
832,497.9,508.2,497.4,320.0
833,583.7,607.9,541.5,760.0
834,429.2,642.2,544.2,380.0
835,459.1,426.8,386.3,380.0
836,594.1,650.0,449.2,560.0
837,527.9,618.4,488.7,300.0
838,422.8,504.3,480.4,340.0
839,452.7,624.0,603.1,520.0
840,548.5,559.0,572.0,320.0
841,418.5,429.1,413.9,360.0
842,515.7,544.2,594.6,360.0
843,517.4,611.3,645.6,480.0
844,558.7,673.0,705.5,800.0
845,499.9,639.3,422.9,500.0
846,538.5,669.9,654.1,760.0
847,685.3,681.6,767.9,920.0
848,452.3,483.9,421.1,480.0
849,518.3,431.9,459.1,800.0
850,530.6,608.2,623.7,460.0
851,464.3,611.7,512.5,740.0
852,479.3,545.6,555.7,260.0
853,437.1,598.7,657.9,560.0
854,500.1,555.4,448.2,340.0
855,545.5,573.9,479.7,520.0
856,523.0,641.0,609.4,660.0
857,418.2,540.5,424.1,340.0
858,447.3,578.9,483.2,300.0
859,464.0,544.9,435.2,400.0
860,436.9,618.7,501.3,520.0
861,503.3,504.2,461.4,520.0
862,428.6,577.5,443.4,540.0
863,591.7,616.5,731.0,760.0
864,502.4,394.5,420.4,600.0
865,715.2,690.3,827.8,680.0
866,558.1,617.7,699.1,620.0
867,460.1,466.1,382.4,300.0
868,648.1,684.5,671.2,920.0
869,485.0,422.3,419.6,300.0
870,475.2,686.1,723.1,860.0
871,495.9,531.5,587.2,280.0
872,405.9,611.9,510.4,360.0
873,517.6,621.5,506.1,340.0
874,584.9,640.5,685.7,560.0
875,447.8,652.2,671.8,780.0
876,520.1,401.8,536.0,640.0
877,413.4,560.0,464.7,500.0
878,560.3,651.0,450.1,480.0
879,462.5,618.3,482.1,560.0
880,483.3,572.8,445.3,360.0
881,493.9,574.7,481.3,340.0
882,558.0,598.9,470.5,580.0
883,583.2,623.0,612.4,360.0
884,451.5,490.4,400.7,580.0
885,458.3,599.5,482.8,600.0
886,664.3,632.3,703.6,720.0
887,520.0,566.7,478.4,580.0
888,390.9,575.1,483.9,400.0
889,484.2,496.2,616.0,460.0
890,491.0,648.5,470.5,620.0
891,530.4,461.7,453.2,360.0
892,388.2,556.2,657.9,620.0
893,430.7,541.6,595.6,380.0
894,397.5,511.0,440.8,440.0
895,489.5,569.5,482.0,500.0
896,459.5,611.6,635.1,780.0
897,456.0,511.7,496.9,320.0
898,627.0,702.2,653.8,640.0
899,532.5,525.4,492.1,560.0
900,387.7,435.9,436.1,0.0
901,521.4,542.5,532.5,380.0
902,401.5,587.9,442.7,340.0
903,517.2,442.2,546.3,280.0
904,520.7,659.5,664.8,920.0
905,501.0,640.3,662.8,480.0
906,558.9,649.6,644.2,600.0
907,451.5,596.0,540.3,540.0
908,557.2,522.7,673.5,680.0
909,551.3,518.1,552.9,320.0
910,481.9,600.7,577.4,580.0
911,547.0,436.0,521.1,280.0
912,426.2,540.8,562.4,680.0
913,378.7,487.3,424.2,340.0
914,455.1,600.6,463.6,360.0
915,464.9,519.0,534.4,440.0
916,434.4,608.3,672.7,360.0
917,428.0,622.3,546.1,540.0
918,421.1,538.4,496.2,620.0
919,430.2,598.8,525.9,540.0
920,490.3,558.5,684.5,560.0
921,610.5,608.3,548.1,400.0
922,509.0,577.9,540.2,440.0
923,711.2,682.1,652.5,820.0
924,546.6,600.7,570.8,560.0
925,478.8,552.2,452.4,280.0
926,389.5,488.5,407.2,360.0
927,450.6,531.6,537.6,380.0
928,449.5,566.9,539.7,340.0
929,404.1,482.8,516.1,300.0
930,458.8,430.0,512.4,340.0
931,420.2,538.6,417.0,320.0
932,371.9,588.7,484.2,540.0
933,435.7,529.5,412.7,520.0
934,432.4,519.3,414.5,800.0
935,411.3,627.0,475.1,380.0
936,701.8,707.8,717.8,900.0
937,596.5,659.1,717.9,720.0
938,528.2,642.3,500.0,680.0
939,384.5,525.5,459.6,520.0
940,444.0,545.7,510.8,580.0
941,451.9,473.1,585.6,700.0
942,482.7,512.3,406.0,0.0
943,568.9,681.4,497.5,540.0
944,584.2,671.8,693.4,580.0
945,391.1,501.0,486.8,440.0
946,501.7,650.6,610.0,700.0
947,437.3,487.0,413.4,480.0
948,390.1,487.1,585.3,580.0
949,592.1,559.3,504.6,900.0
950,439.2,482.3,384.4,400.0
951,458.2,435.0,460.5,500.0
952,519.0,604.3,630.7,380.0
953,425.8,463.0,472.8,320.0
954,605.1,695.4,707.2,720.0
955,405.0,465.6,578.9,600.0
956,556.0,617.3,491.2,460.0
957,493.6,603.5,493.1,500.0
958,439.7,618.8,537.3,720.0
959,474.9,620.5,590.2,320.0
960,632.0,652.2,647.0,800.0
961,447.5,543.7,453.2,320.0
962,384.9,408.0,385.4,420.0
963,516.2,542.8,456.2,640.0
964,371.1,556.6,558.3,460.0
965,474.6,631.6,412.3,640.0
966,518.9,580.7,593.9,360.0
967,540.5,622.3,495.8,600.0
968,449.0,540.4,462.4,320.0
969,532.5,660.0,475.4,760.0
970,535.5,611.8,563.3,460.0
971,473.6,554.8,433.8,540.0
972,430.6,568.5,453.0,440.0
973,638.2,644.1,739.5,600.0
974,555.6,630.5,562.3,680.0
975,670.7,693.7,865.0,880.0
976,639.4,660.1,775.6,840.0
977,624.1,693.6,540.0,760.0
978,556.5,411.9,462.4,860.0
979,442.9,602.4,441.9,320.0
980,483.2,419.4,443.5,320.0
981,417.6,544.0,571.9,600.0
982,556.8,623.8,526.2,600.0
983,442.1,599.9,519.7,360.0
984,471.9,607.0,426.7,480.0
985,431.5,465.4,486.3,320.0
986,460.8,625.6,514.2,520.0
987,488.9,561.2,544.1,320.0
988,524.0,628.4,582.8,900.0
989,483.7,616.0,491.9,400.0
990,443.5,574.9,550.2,500.0
991,387.7,438.0,470.5,340.0
992,415.7,577.2,513.5,320.0
993,493.3,649.4,551.1,500.0
994,624.0,687.3,657.6,980.0
995,518.1,633.7,529.6,660.0
996,562.8,627.0,676.8,860.0
997,521.7,579.7,531.8,360.0
998,384.4,572.8,454.8,680.0
999,405.4,503.0,523.2,480.0
1000,490.9,581.8,447.3,580.0
1001,479.9,616.1,459.0,360.0
1002,390.1,507.9,432.5,320.0
1003,410.1,482.9,493.6,300.0
1004,475.4,634.5,534.8,620.0
1005,476.5,628.0,537.8,320.0
1006,400.3,536.4,468.3,620.0
1007,542.7,435.4,644.9,540.0
1008,535.6,565.7,503.8,360.0
1009,433.0,529.5,399.1,380.0
1010,444.7,639.1,543.6,620.0
1011,450.2,530.9,520.5,340.0
1012,462.9,582.7,403.8,380.0
1013,401.3,485.3,456.7,320.0
1014,419.7,427.3,431.5,320.0
1015,536.4,599.1,674.4,620.0
1016,491.9,591.8,493.9,380.0
1017,605.2,640.5,456.3,460.0
1018,397.4,525.2,530.2,380.0
1019,456.3,499.6,521.0,360.0
1020,563.2,677.6,630.9,760.0
1021,439.9,515.7,436.8,680.0
1022,436.9,636.0,601.4,320.0
1023,464.7,498.9,480.4,340.0
1024,595.9,617.4,447.9,620.0
1025,474.8,590.6,614.3,540.0
1026,479.5,655.7,612.5,640.0
1027,553.5,651.3,552.3,740.0
1028,540.8,638.5,526.6,500.0
1029,449.2,521.0,380.6,600.0
1030,538.3,651.4,626.7,620.0
1031,550.4,625.2,649.6,600.0
1032,581.2,709.2,665.0,580.0
1033,441.3,447.5,541.2,240.0
1034,388.8,569.3,530.1,480.0
1035,413.1,594.0,509.5,380.0
1036,471.5,568.2,428.7,380.0
1037,495.0,462.9,657.2,300.0
1038,442.0,410.2,444.5,320.0
1039,436.4,542.6,505.6,480.0
1040,591.0,668.6,779.6,820.0
1041,483.8,464.9,447.2,320.0
1042,591.8,632.3,652.5,580.0
1043,389.4,466.9,456.7,260.0
1044,427.4,459.7,400.0,340.0
1045,491.7,510.1,413.5,340.0
1046,553.3,662.0,759.7,740.0
1047,449.3,555.8,434.3,320.0
1048,513.7,662.9,678.5,940.0
1049,405.1,468.0,385.3,220.0
1050,542.3,631.6,648.3,500.0
1051,449.5,562.1,464.1,440.0
1052,509.4,519.7,446.8,300.0
1053,508.8,580.7,454.1,380.0
1054,544.5,578.9,582.2,760.0
1055,455.4,564.2,400.9,400.0
1056,493.7,664.7,626.4,920.0
1057,540.3,588.7,416.0,340.0
1058,368.0,513.0,471.8,480.0
1059,435.6,523.4,414.8,480.0
1060,595.9,673.4,664.1,680.0
1061,465.3,644.3,419.5,360.0
1062,409.0,441.0,421.1,540.0
1063,602.7,634.3,639.2,680.0
1064,621.3,651.8,592.0,420.0
1065,476.4,543.0,485.1,380.0
1066,520.9,625.7,695.8,760.0
1067,485.5,606.3,481.3,0.0
1068,608.4,640.2,724.3,560.0
1069,578.1,645.5,486.4,740.0
1070,487.1,591.5,613.9,600.0
1071,451.3,436.8,491.2,460.0
1072,490.0,641.5,596.2,720.0
1073,402.9,419.3,573.7,300.0
1074,470.1,543.0,451.8,620.0
1075,575.2,628.8,737.2,560.0
1076,553.0,519.5,541.1,360.0
1077,510.8,665.1,685.8,580.0
1078,506.1,631.0,585.3,580.0
1079,589.7,626.4,599.9,680.0
1080,437.9,444.4,379.3,260.0
1081,438.8,539.3,464.8,360.0
1082,618.6,657.8,687.7,740.0
1083,502.9,571.3,569.6,360.0
1084,382.3,571.8,579.5,480.0
1085,584.6,621.8,491.9,720.0
1086,498.4,620.9,549.2,900.0
1087,494.8,441.1,381.7,320.0
1088,494.2,616.5,395.1,340.0
1089,394.8,592.3,413.0,400.0
1090,478.9,571.4,537.0,480.0
1091,531.7,419.2,633.8,480.0
1092,545.3,591.4,635.0,640.0
1093,416.3,505.5,398.3,400.0
1094,464.3,652.4,727.2,640.0
1095,445.9,427.1,528.7,760.0
1096,541.7,611.8,586.6,520.0
1097,543.6,696.6,653.5,740.0
1098,620.3,684.1,772.4,980.0
1099,496.3,525.1,434.6,300.0
1100,464.6,428.7,519.8,640.0
1101,622.9,682.8,751.0,860.0
1102,406.6,475.1,441.3,460.0
1103,561.9,615.6,585.8,600.0
1104,390.5,465.9,539.8,660.0
1105,539.0,559.4,490.3,640.0
1106,422.2,471.9,447.2,360.0
1107,408.8,523.0,422.1,360.0
1108,425.4,562.0,495.3,360.0
1109,483.3,480.7,559.0,540.0
1110,381.0,532.5,516.2,500.0
1111,603.3,667.1,622.8,860.0
1112,483.5,588.8,631.6,700.0
1113,465.3,593.8,436.2,520.0
1114,432.2,510.1,513.9,400.0
1115,438.4,422.6,457.8,420.0
1116,376.7,610.9,553.0,400.0
1117,502.6,625.8,408.3,520.0
1118,391.9,425.6,410.6,240.0
1119,486.2,628.3,509.1,720.0
1120,398.7,563.2,638.0,540.0
1121,491.2,456.3,429.7,500.0
1122,437.3,481.8,391.7,340.0
1123,431.8,485.3,404.4,320.0
1124,452.1,450.5,596.5,560.0
1125,548.1,627.2,641.3,500.0
1126,528.8,501.0,466.4,280.0
1127,573.7,601.2,507.8,620.0
1128,461.6,489.9,495.5,580.0
1129,441.9,436.6,432.8,560.0
1130,508.0,604.9,589.7,280.0
1131,552.6,594.3,594.8,560.0
1132,461.3,618.1,547.0,580.0
1133,453.1,518.0,531.4,400.0
1134,415.0,498.1,416.0,360.0
1135,453.4,479.8,451.1,360.0
1136,553.4,482.0,418.8,680.0
1137,502.8,631.9,567.8,460.0
1138,540.9,603.4,512.4,480.0
1139,536.4,670.9,702.3,840.0
1140,473.7,594.1,467.1,460.0
1141,516.5,409.8,440.8,480.0
1142,478.2,530.5,503.9,380.0
1143,503.5,418.2,474.5,500.0
1144,402.8,405.9,505.9,340.0
1145,396.8,547.9,618.3,380.0
1146,550.9,573.9,413.3,360.0
1147,511.8,565.4,539.6,780.0
1148,520.0,556.6,521.0,580.0
1149,570.9,516.1,639.7,720.0
1150,461.5,629.5,500.9,360.0
1151,596.7,405.0,655.5,920.0
1152,620.7,536.0,392.7,560.0
1153,513.0,591.5,471.5,360.0
1154,485.3,510.3,497.0,620.0
1155,470.9,630.9,544.0,660.0
1156,452.3,538.9,484.4,280.0
1157,489.4,638.9,433.8,520.0
1158,446.0,573.5,480.2,440.0
1159,618.9,656.6,686.1,880.0
1160,363.3,510.4,437.8,220.0
1161,428.0,564.7,523.6,520.0
1162,612.8,644.7,459.5,800.0
1163,495.9,683.4,687.1,640.0
1164,410.1,508.3,549.2,620.0
1165,493.1,618.4,679.2,380.0
1166,430.2,597.6,417.3,500.0
1167,611.8,710.3,575.0,880.0
1168,440.4,620.8,482.5,540.0
1169,698.6,698.9,797.3,720.0
1170,493.5,555.9,558.7,520.0
1171,533.9,637.9,608.1,600.0
1172,463.7,484.9,430.4,380.0
1173,485.1,585.4,633.1,640.0
1174,566.2,587.2,428.0,780.0
1175,484.6,626.2,388.0,580.0
1176,426.0,568.3,546.3,540.0
1177,448.9,558.6,601.2,620.0
1178,401.6,460.9,593.5,340.0
1179,482.8,568.5,483.8,640.0
1180,598.9,655.7,602.7,880.0
1181,457.1,456.3,566.3,300.0
1182,414.3,494.9,494.5,340.0
1183,470.7,519.9,523.1,260.0
1184,406.4,453.7,415.6,360.0
1185,444.4,578.7,403.0,340.0
1186,494.3,602.2,589.1,440.0
1187,522.0,630.7,516.4,760.0
1188,431.5,547.1,374.4,260.0
1189,518.8,597.0,507.6,440.0
1190,422.5,569.2,473.2,300.0
1191,431.0,595.9,458.5,340.0
1192,452.8,549.4,454.8,520.0
1193,454.5,502.4,451.0,320.0
1194,412.9,568.5,631.5,400.0
1195,526.8,674.3,669.2,740.0
1196,653.5,690.4,721.4,860.0
1197,433.9,532.5,511.0,340.0
1198,445.3,648.6,551.6,560.0
1199,681.0,681.8,725.7,920.0
1200,603.6,591.5,572.5,560.0
1201,442.0,448.0,530.4,440.0
1202,531.1,624.9,633.4,500.0
1203,438.6,503.5,514.0,360.0
1204,471.8,478.7,474.3,460.0
1205,407.8,576.7,568.8,420.0
1206,649.6,686.0,627.6,820.0
1207,588.3,691.8,689.9,900.0
1208,452.7,619.8,443.0,300.0
1209,454.6,593.5,499.5,520.0
1210,576.1,607.0,494.1,760.0
1211,442.5,506.0,541.4,280.0
1212,508.3,681.7,709.9,660.0
1213,420.0,569.3,461.9,540.0
1214,430.0,572.4,452.9,600.0
1215,532.9,525.4,484.2,520.0
1216,570.8,648.1,449.7,600.0
1217,442.5,529.7,560.0,360.0
1218,618.2,679.7,663.9,740.0
1219,591.1,670.7,675.1,760.0
1220,571.5,608.7,625.4,600.0
1221,616.8,682.7,724.8,820.0
1222,584.0,667.4,435.6,940.0
1223,406.2,546.6,454.0,520.0
1224,543.6,655.0,647.0,800.0
1225,400.8,494.0,514.1,240.0
1226,398.0,650.0,502.9,560.0
1227,596.6,587.7,466.0,500.0
1228,448.3,474.8,453.3,380.0
1229,600.0,572.0,659.6,360.0
1230,527.7,426.6,521.5,740.0
1231,475.3,569.6,371.2,600.0
1232,690.0,691.5,708.2,920.0
1233,555.4,610.9,472.0,380.0
1234,558.1,611.1,730.2,560.0
1235,418.4,535.8,389.0,280.0
1236,573.2,581.3,568.2,620.0
1237,449.3,519.8,537.6,520.0
1238,466.2,502.3,483.8,260.0
1239,493.1,624.5,695.1,740.0
1240,529.0,454.9,552.1,400.0
1241,398.5,483.0,387.0,320.0
1242,464.1,497.9,528.6,660.0
1243,479.7,637.6,460.5,640.0
1244,503.4,625.0,562.8,520.0
1245,439.1,438.7,475.9,560.0
1246,540.3,586.5,590.6,540.0
1247,513.0,610.5,388.5,440.0
1248,575.3,631.6,652.8,580.0
1249,396.5,628.2,555.0,620.0
1250,605.0,670.7,682.2,700.0
1251,512.2,628.8,405.0,440.0
1252,586.2,650.1,517.4,660.0
1253,415.6,460.1,393.1,320.0
1254,389.2,582.5,567.7,380.0
1255,465.7,499.2,528.8,300.0
1256,490.3,628.7,542.0,560.0
1257,426.9,451.3,498.4,440.0
1258,508.7,651.5,579.0,640.0
1259,392.6,487.8,530.2,540.0
1260,572.2,671.9,488.9,700.0
1261,562.5,615.7,566.3,560.0
1262,514.2,649.2,601.6,660.0
1263,525.4,637.8,515.9,540.0
1264,466.3,468.9,460.1,220.0
1265,534.2,450.0,532.9,380.0
1266,474.7,649.3,547.0,600.0
1267,539.6,548.2,560.7,340.0
1268,523.8,655.9,721.9,400.0
1269,483.1,445.1,397.8,360.0
1270,435.0,446.5,492.1,240.0
1271,403.7,565.6,587.7,460.0
1272,436.7,535.8,533.3,520.0
1273,544.4,637.6,599.5,620.0
1274,405.8,634.0,645.5,680.0
1275,439.4,543.6,487.9,480.0
1276,401.0,490.6,524.7,320.0
1277,518.4,624.8,459.4,340.0
1278,534.3,697.0,608.4,680.0
1279,574.8,649.2,533.7,740.0
1280,622.9,664.4,622.8,400.0
1281,416.7,647.4,706.2,540.0
1282,534.6,620.0,585.3,600.0
1283,491.8,586.8,441.0,660.0
1284,552.6,626.3,477.7,480.0
1285,506.4,617.6,492.6,500.0
1286,491.3,533.1,410.7,220.0
1287,417.5,515.5,422.3,420.0
1288,556.7,600.3,437.5,500.0
1289,488.5,487.5,412.8,400.0
1290,618.3,638.3,734.2,680.0
1291,425.0,516.5,439.0,260.0
1292,580.8,514.1,476.1,560.0
1293,492.2,605.9,555.6,340.0
1294,508.7,624.1,632.6,600.0
1295,543.3,602.8,465.5,700.0
1296,414.8,482.6,385.5,320.0
1297,484.3,399.3,629.9,680.0
1298,606.6,651.5,712.5,440.0
1299,421.7,474.3,476.6,560.0
1300,512.0,581.4,763.9,560.0
1301,426.2,604.8,408.6,480.0
1302,533.3,642.3,615.1,580.0
1303,509.3,486.7,575.0,380.0
1304,517.9,466.3,398.3,0.0
1305,435.8,404.1,460.8,300.0
1306,430.6,642.9,476.2,540.0
1307,540.7,504.9,464.8,580.0
1308,414.0,550.1,492.5,740.0
1309,419.6,544.0,434.4,500.0
1310,448.4,453.7,490.4,540.0
1311,453.6,491.6,438.7,520.0
1312,444.6,561.3,477.8,700.0
1313,543.2,584.5,402.3,320.0
1314,501.3,574.5,487.1,360.0
1315,440.4,449.6,549.2,220.0
1316,453.6,546.2,461.2,620.0
1317,470.4,508.0,455.9,360.0
1318,679.2,688.8,768.4,860.0
1319,452.8,588.9,490.2,640.0
1320,425.2,433.0,568.7,340.0
1321,499.5,623.9,517.5,580.0
1322,431.2,481.5,425.7,520.0
1323,510.7,547.4,507.7,540.0
1324,445.4,484.3,474.2,280.0
1325,404.3,501.7,542.6,380.0
1326,443.1,418.5,490.9,340.0
1327,435.9,463.3,423.1,540.0
1328,431.5,507.4,523.5,320.0
1329,547.4,643.2,442.4,700.0
1330,596.5,676.3,590.7,560.0
1331,442.1,559.5,440.0,520.0
1332,607.4,617.8,456.3,860.0
1333,548.3,607.7,403.9,540.0
1334,412.6,508.8,423.7,560.0
1335,684.6,678.9,778.6,880.0
1336,486.5,576.9,526.1,360.0
1337,424.1,589.7,524.3,380.0
1338,562.3,615.5,528.9,580.0
1339,395.3,550.6,483.6,500.0
1340,467.7,622.2,474.7,540.0
1341,503.5,595.2,462.5,400.0
1342,545.2,685.7,622.5,600.0
1343,573.0,699.6,714.5,900.0
1344,379.9,451.0,511.1,380.0
1345,438.9,504.9,452.6,360.0
1346,555.5,620.3,526.0,660.0
1347,614.3,609.8,511.9,740.0
1348,515.5,599.7,671.8,680.0
1349,443.4,607.1,384.9,520.0
1350,469.8,535.0,556.5,360.0
1351,555.1,638.3,512.4,960.0
1352,385.0,458.9,548.9,360.0
1353,508.3,573.6,387.0,700.0
1354,411.9,599.1,447.7,520.0
1355,663.4,705.6,741.1,840.0
1356,513.3,669.4,635.0,800.0
1357,657.8,686.2,652.2,800.0
1358,625.1,654.1,598.0,380.0
1359,572.5,657.6,664.5,500.0
1360,482.0,560.4,486.2,420.0
1361,418.0,538.0,456.3,560.0
1362,609.4,665.8,643.9,760.0
1363,558.5,496.8,528.8,520.0
1364,454.0,435.9,479.9,480.0
1365,478.5,626.2,561.3,680.0
1366,438.2,557.4,594.6,680.0
1367,501.0,626.4,527.9,720.0
1368,544.6,643.4,408.8,360.0
1369,382.9,587.6,402.2,480.0
1370,486.8,530.7,538.8,380.0
1371,426.3,584.8,442.0,580.0
1372,517.6,529.6,452.7,520.0
1373,479.8,569.8,430.1,520.0
1374,554.1,601.6,559.5,660.0
1375,424.2,486.6,443.3,0.0
1376,523.9,627.5,598.6,600.0
1377,393.0,628.7,438.1,580.0
1378,474.8,593.9,420.2,540.0
1379,398.8,537.2,517.3,480.0
1380,588.3,673.1,648.5,640.0
1381,521.3,629.6,686.9,320.0
1382,455.4,588.1,591.2,520.0
1383,446.9,611.7,490.4,380.0
1384,630.2,682.2,685.3,780.0
1385,552.1,686.4,635.2,580.0
1386,595.5,650.6,685.6,620.0
1387,564.2,665.8,503.1,740.0
1388,431.0,560.8,396.0,560.0
1389,484.6,586.9,453.0,620.0
1390,518.8,478.4,505.2,400.0
1391,434.7,604.1,470.2,460.0
1392,480.4,590.8,600.0,520.0
1393,525.3,630.8,737.9,600.0
1394,637.4,698.9,771.0,860.0
1395,497.0,567.3,508.8,360.0
1396,519.7,618.1,432.6,540.0
1397,431.9,568.9,486.3,240.0
1398,441.9,628.6,469.9,580.0
1399,438.8,458.4,545.9,340.0
1400,489.0,628.9,616.2,320.0
1401,412.6,613.8,434.6,460.0
1402,424.9,547.6,405.5,580.0
1403,515.0,587.4,788.4,620.0
1404,453.0,489.8,490.3,360.0
1405,442.9,475.0,491.1,420.0
1406,447.1,472.0,540.3,400.0
1407,622.4,630.4,739.1,360.0
1408,408.8,494.6,412.0,280.0
1409,544.6,643.1,600.6,320.0
1410,522.2,568.7,650.0,580.0
1411,533.2,629.8,451.2,580.0
1412,371.6,456.7,502.0,320.0
1413,581.9,639.9,575.5,680.0
1414,461.6,447.5,389.3,360.0
1415,470.1,480.4,404.7,680.0
1416,435.2,468.9,566.7,300.0
1417,410.5,515.1,411.6,400.0
1418,546.2,606.1,516.8,360.0
1419,368.0,530.5,520.4,500.0
1420,503.9,520.4,613.5,840.0
1421,462.3,585.6,496.1,560.0
1422,514.6,494.0,639.6,600.0
1423,596.6,643.6,712.3,840.0
1424,385.1,456.5,454.8,440.0
1425,498.7,605.6,495.2,380.0
1426,405.5,433.2,396.9,320.0
1427,440.6,487.6,569.1,500.0
1428,470.7,542.2,404.0,580.0
1429,453.5,526.8,413.0,620.0
1430,403.8,486.4,443.1,320.0
1431,487.4,619.2,477.6,580.0
1432,535.5,670.9,675.8,580.0
1433,568.2,660.2,682.1,480.0
1434,469.8,428.7,537.0,340.0
1435,433.2,518.9,404.4,560.0
1436,550.0,595.7,558.7,640.0
1437,422.4,507.9,413.7,580.0
1438,682.9,727.2,746.1,860.0
1439,609.7,691.4,736.0,900.0
1440,551.4,464.9,573.2,360.0
1441,430.2,521.6,553.0,340.0
1442,471.0,579.3,583.0,560.0
1443,417.1,467.3,617.0,300.0
1444,611.2,620.3,434.7,640.0
1445,427.9,569.5,525.6,340.0
1446,534.6,417.6,538.1,320.0
1447,589.1,435.2,546.2,560.0
1448,506.7,494.5,418.8,520.0
1449,410.8,439.7,421.3,300.0
1450,382.1,465.9,517.3,280.0
1451,396.4,479.8,415.6,360.0
1452,485.3,549.8,394.7,540.0
1453,482.7,409.2,418.3,340.0
1454,661.3,651.3,702.0,600.0
1455,382.1,481.6,419.9,340.0
1456,426.2,571.3,492.0,320.0
1457,467.4,415.1,413.7,380.0
1458,423.3,533.4,457.1,480.0
1459,606.3,633.5,461.9,900.0
1460,427.6,601.5,416.2,480.0
1461,369.7,592.0,592.1,360.0
1462,587.9,658.3,718.0,640.0
1463,516.3,652.0,641.8,720.0
1464,464.1,590.3,672.4,360.0
1465,416.0,584.0,601.3,340.0
1466,600.8,632.6,464.4,600.0
1467,457.8,465.9,521.7,360.0
1468,604.5,619.0,488.1,380.0
1469,545.6,595.6,594.9,340.0
1470,491.3,617.5,561.4,320.0
1471,468.1,609.5,389.4,0.0
1472,561.8,510.5,389.1,460.0
1473,497.0,527.1,402.8,400.0
1474,467.9,412.7,484.9,360.0
1475,437.3,484.2,404.9,360.0
1476,575.8,642.1,649.8,540.0
1477,437.4,590.7,377.8,920.0
1478,579.5,613.8,570.6,660.0
1479,368.1,407.0,414.4,340.0
1480,558.9,572.2,513.1,560.0
1481,624.8,607.5,588.5,340.0
1482,421.7,594.3,692.6,900.0
1483,560.5,668.1,713.6,720.0
1484,594.2,691.5,733.8,660.0
1485,481.4,557.7,404.4,560.0
1486,596.2,626.2,671.1,640.0
1487,545.1,557.7,478.6,600.0
1488,452.6,412.9,507.1,420.0
1489,428.8,463.2,439.3,320.0
1490,471.4,580.5,486.4,340.0
1491,569.4,637.5,474.5,640.0
1492,410.3,516.3,428.1,360.0
1493,577.8,667.0,661.3,520.0
1494,475.9,637.6,482.0,460.0
1495,478.1,644.3,663.8,840.0
1496,428.8,561.4,492.1,580.0
1497,440.8,436.8,458.9,360.0
1498,472.8,643.5,594.9,940.0
1499,556.0,449.2,530.3,480.0
1500,620.7,687.5,731.5,460.0
1501,568.7,627.7,536.9,440.0
1502,511.9,659.2,588.2,500.0
1503,499.3,604.5,688.6,680.0
1504,472.8,519.8,510.6,760.0
1505,431.6,593.3,421.4,600.0
1506,566.1,462.8,578.2,360.0
1507,427.6,606.9,477.4,380.0
1508,452.6,613.6,444.7,620.0
1509,412.6,601.2,712.0,320.0
1510,453.9,442.4,413.2,520.0
1511,552.7,618.1,449.2,380.0
1512,512.8,620.0,469.9,340.0
1513,478.2,585.0,609.5,460.0
1514,518.8,607.1,471.8,660.0
1515,379.8,482.7,392.2,340.0
1516,552.6,625.6,590.9,340.0
1517,434.3,566.4,382.3,460.0
